STREET,LOCALITY,RECD_DATE,COMP_DATE,EASTING,NORTHING
KNOWSTHORPE GATE,CROSS GREEN,9/2/2021 0:00,,432665.26,431837.36
KNOWSTHORPE GATE,CROSS GREEN,9/2/2021 0:00,,432683.93,431844.69
THORPE LANE,TINGLEY,9/2/2021 0:00,10/2/2021 0:00,429163.98,426641.45
KING LANE,MOORTOWN,9/2/2021 0:00,,429779.52,438895.32
KING LANE,MOORTOWN,9/2/2021 0:00,18/2/2021 00:00:00,428104.17,441293.7
CAMBERLEY STREET,BEESTON,9/2/2021 0:00,12/2/2021 0:00,430042.51,431116.64
ROWLAND PLACE,BEESTON,9/2/2021 0:00,16/2/2021 00:00:00,429967.51,431185.34
MAIN STREET,SHADWELL,9/2/2021 0:00,,434480.85,439823.21
COAL ROAD,WIKE,9/2/2021 0:00,,434335.47,441535.69
CHURCH LANE,CHAPEL ALLERTON,9/2/2021 0:00,18/2/2021 00:00:00,430675.7,436836.36
ST PETERS STREET,LEEDS,9/2/2021 0:00,12/2/2021 0:00,430720.06,433567.35
KNOWSTHORPE ROAD,CROSS GREEN,9/2/2021 0:00,,433125,431982
KNOWSTHORPE ROAD,CROSS GREEN,9/2/2021 0:00,,432979.93,432211.26
KNOWSTHORPE WAY,CROSS GREEN,9/2/2021 0:00,,432798.59,431705.63
KNOWSTHORPE WAY,CROSS GREEN,9/2/2021 0:00,11/2/2021 0:00,433086,431617.02
KNOWSTHORPE WAY,CROSS GREEN,9/2/2021 0:00,,433046.72,431615.19
KNOWSTHORPE WAY,CROSS GREEN,9/2/2021 0:00,,432930,431624.33
LINGWELL GATE LANE,THORPE,9/2/2021 0:00,,431621.64,426628.15
COPLEY LANE,ROBIN HOOD,9/2/2021 0:00,12/2/2021 0:00,432546.88,427544.66
LINGWELL GATE LANE,LOFTHOUSE,9/2/2021 0:00,11/2/2021 0:00,431873.95,425576.76
LEEDS ROAD,LOFTHOUSE,9/2/2021 0:00,15/2/2021 00:00:00,432606.07,426834.12
LEEDS ROAD,LOFTHOUSE,9/2/2021 0:00,12/2/2021 0:00,433274,425289
RING ROAD BEESTON,BEESTON,9/2/2021 0:00,10/2/2021 0:00,427494.54,431298.66
MOORLAND AVENUE,GUISELEY,9/2/2021 0:00,16/2/2021 00:00:00,419388.46,442477.67
HAWKHILL DRIVE,CROSS GATES,9/2/2021 0:00,,435911.95,434856.6
DEWSBURY ROAD,MORLEY,9/2/2021 0:00,10/2/2021 0:00,428504.93,429317.93
DEWSBURY ROAD,MORLEY,9/2/2021 0:00,10/2/2021 0:00,428456.11,429079.01
METHLEY LANE,METHLEY,9/2/2021 0:00,10/2/2021 0:00,437935.9,427447.28
GROVE ROAD,BOSTON SPA,9/2/2021 0:00,,443208,445088
GROVE ROAD,BOSTON SPA,9/2/2021 0:00,,443141.27,445118.95
GROVE ROAD,BOSTON SPA,9/2/2021 0:00,,443155.11,445122.15
CARR BRIDGE AVENUE,COOKRIDGE,8/2/2021 0:00,,424890.78,439477.07
AINSTY CRESCENT,WETHERBY,8/2/2021 0:00,,440150.2,449294.95
TEMPLE AVENUE,HALTON,8/2/2021 0:00,,435113.75,432884.94
WHITEHALL CROFT,ROTHWELL,8/2/2021 0:00,,434666,428019
HIGH STREET,BOSTON SPA,8/2/2021 0:00,16/2/2021 00:00:00,442930.06,445678.73
FOXGLOVE AVENUE,ROUNDHAY,8/2/2021 0:00,,433338.56,436818.21
EMBLETON ROAD,METHLEY,8/2/2021 0:00,,439307.62,426088.38
HAWKHILL DRIVE,CROSS GATES,8/2/2021 0:00,,435912.2,434856.65
HAWKHILL DRIVE,CROSS GATES,8/2/2021 0:00,,435910.74,434863.1
HAWKHILL DRIVE,CROSS GATES,8/2/2021 0:00,,435914.17,434837.88
THORPE LANE,MIDDLETON,8/2/2021 0:00,10/2/2021 0:00,429529.03,426875.1
TOWN STREET,MIDDLETON,8/2/2021 0:00,11/2/2021 0:00,429725,428277
TOWN STREET,MIDDLETON,8/2/2021 0:00,11/2/2021 0:00,431010.67,428484.41
ACRE ROAD,MIDDLETON,8/2/2021 0:00,,429929.17,427595.88
THROSTLE TERRACE,MIDDLETON,8/2/2021 0:00,12/2/2021 0:00,430701.82,427382.06
LINGWELL GROVE,MIDDLETON,8/2/2021 0:00,16/2/2021 00:00:00,430392.45,427899.25
STONEGATE ROAD,MEANWOOD,8/2/2021 0:00,16/2/2021 00:00:00,430313.87,438865.54
STONEGATE ROAD,MEANWOOD,8/2/2021 0:00,16/2/2021 00:00:00,430182.08,438748.18
STONEGATE ROAD,MEANWOOD,8/2/2021 0:00,16/2/2021 00:00:00,430426.91,438942.65
STOCKS APPROACH,SEACROFT,8/2/2021 0:00,,435912.52,435773.31
STOCKS APPROACH,SEACROFT,8/2/2021 0:00,,435903.13,435772.71
STOCKS APPROACH,SEACROFT,8/2/2021 0:00,,435949.47,435771.22
LINTON ROAD,ALWOODLEY,8/2/2021 0:00,11/2/2021 0:00,431467,439858
HIGHTHORNE DRIVE,SHADWELL,8/2/2021 0:00,18/2/2021 00:00:00,431906.47,439479.96
LINGWELL GATE LANE,THORPE,8/2/2021 0:00,,431615.91,426652.69
LINGWELL GATE LANE,THORPE,8/2/2021 0:00,16/2/2021 00:00:00,431619.8,426640.07
THORNFIELD AVENUE,FARSLEY,8/2/2021 0:00,12/2/2021 0:00,421360.09,434997.58
LEEDS AND BRADFORD ROAD,BRAMLEY,8/2/2021 0:00,15/2/2021 00:00:00,425718.67,435669.04
LEEDS AND BRADFORD ROAD,BRAMLEY,8/2/2021 0:00,15/2/2021 00:00:00,423589.17,435457.84
KINGSMEAD DRIVE,WHINMOOR,8/2/2021 0:00,,434885.73,438040.26
NABURN DRIVE,WHINMOOR,8/2/2021 0:00,,435940.1,437365.92
ASH HILL LANE,SHADWELL,8/2/2021 0:00,18/2/2021 00:00:00,434865.49,439735.75
SEFTON TERRACE,BEESTON,8/2/2021 0:00,11/2/2021 0:00,429527.41,431137.27
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,8/2/2021 0:00,10/2/2021 0:00,433638.4,429667.19
THE CRESCENT,GARFORTH,8/2/2021 0:00,,441283.88,433384.35
BEECH WALK,GIPTON,8/2/2021 0:00,,433598.29,435036.07
BEECH WALK,GIPTON,8/2/2021 0:00,,433612.24,435007.99
THORPE LANE,TINGLEY,8/2/2021 0:00,12/2/2021 0:00,428434,426282
THORPE LANE,TINGLEY,8/2/2021 0:00,10/2/2021 0:00,429086.86,426537.35
THORPE LANE,TINGLEY,8/2/2021 0:00,10/2/2021 0:00,429085.77,426514.35
MEANWOOD ROAD,MEANWOOD,8/2/2021 0:00,,428746.6,436688.1
MEANWOOD ROAD,MEANWOOD,8/2/2021 0:00,,429461.91,435979.31
DEWSBURY ROAD,HUNSLET,8/2/2021 0:00,10/2/2021 0:00,430286.51,432119.64
EASTWOOD CRESCENT,SWARCLIFFE,8/2/2021 0:00,,436690.73,435854.34
RING ROAD LOWER WORTLEY,LOWER WORTLEY,8/2/2021 0:00,10/2/2021 0:00,425920.79,432214.98
PROVIDENCE PLACE,GARFORTH,8/2/2021 0:00,,440237.51,433102.29
ROWLAND ROAD,BEESTON,8/2/2021 0:00,12/2/2021 0:00,429967.66,431187.01
MILNERS ROAD,YEADON,8/2/2021 0:00,16/2/2021 00:00:00,419640.16,441139.44
CHESTNUT PLACE,HYDE PARK,8/2/2021 0:00,12/2/2021 0:00,428489.12,435441.27
BRADFORD ROAD,OTLEY,8/2/2021 0:00,17/2/2021 00:00:00,417833.02,444518.27
ALBERT ROAD,MORLEY,8/2/2021 0:00,17/2/2021 00:00:00,427099.92,428036.69
EASTERLY ROAD,GIPTON,8/2/2021 0:00,,432902.39,436014.52
ARNCLIFFE ROAD,WEST PARK,8/2/2021 0:00,17/2/2021 00:00:00,426426.36,437585.54
ARNCLIFFE ROAD,WEST PARK,8/2/2021 0:00,17/2/2021 00:00:00,426470.39,437574.2
STILE HILL WAY,COLTON,8/2/2021 0:00,,437532.91,433138.65
MOOR ROAD,HEADINGLEY,8/2/2021 0:00,17/2/2021 00:00:00,428029.49,436786.36
CLIFFORD MOOR ROAD,BOSTON SPA,8/2/2021 0:00,18/2/2021 00:00:00,441932.73,445582.67
LEYS LANE,BOSTON SPA,8/2/2021 0:00,11/2/2021 0:00,441856.07,445735.92
LEYS LANE,BOSTON SPA,8/2/2021 0:00,,441857.06,445736.45
MOOR FLATTS ROAD,MIDDLETON,8/2/2021 0:00,,430181.03,428263.12
MIDDLETON ROAD,BELLE ISLE,8/2/2021 0:00,11/2/2021 0:00,431488.84,430463.09
MIDDLETON ROAD,BELLE ISLE,8/2/2021 0:00,17/2/2021 00:00:00,431495.54,430497.37
MIDDLETON ROAD,BELLE ISLE,8/2/2021 0:00,11/2/2021 0:00,431473.74,430397.32
RING ROAD MIDDLETON,MIDDLETON,8/2/2021 0:00,16/2/2021 00:00:00,431213.9,428419.57
MIDDLETON PARK AVENUE,MIDDLETON,8/2/2021 0:00,11/2/2021 0:00,429937.88,427611.51
THORPE GARTH,MIDDLETON,8/2/2021 0:00,12/2/2021 0:00,429854.98,426996.17
SOUTHLANDS DRIVE,MOORTOWN,8/2/2021 0:00,,430143.21,437988.12
GOOSE LANE,HAWKSWORTH,8/2/2021 0:00,16/2/2021 00:00:00,414901.3,442558.31
SHEPHERDS PLACE,CHAPELTOWN,7/2/2021 0:00,,431557.38,435727.23
RAMSHEAD GARDENS,SEACROFT,7/2/2021 0:00,,435005.2,437052.09
CLAY PIT LANE,SHEEPSCAR,7/2/2021 0:00,15/2/2021 00:00:00,430716.77,434971.82
AMBERTON CRESCENT,GIPTON,7/2/2021 0:00,,433258.79,435613.45
HORSFALL STREET,MORLEY,7/2/2021 0:00,12/2/2021 0:00,425736.57,428737.43
MIDDLETON PARK AVENUE,MIDDLETON,7/2/2021 0:00,17/2/2021 00:00:00,429927.98,427594.83
LEYS LANE,BOSTON SPA,7/2/2021 0:00,11/2/2021 0:00,441867.99,445868
CLIFFORD MOOR ROAD,BOSTON SPA,7/2/2021 0:00,17/2/2021 00:00:00,441928.84,445601.44
CLIFFORD MOOR ROAD,BOSTON SPA,7/2/2021 0:00,,441855.89,445735.27
CLIFFORD MOOR ROAD,BOSTON SPA,7/2/2021 0:00,,441855.81,445733.68
CLIFFORD MOOR ROAD,BOSTON SPA,7/2/2021 0:00,17/2/2021 00:00:00,441856.52,445732.39
CLIFFORD MOOR ROAD,BOSTON SPA,7/2/2021 0:00,,441930.56,445600.6
CLIFFORD MOOR ROAD,BOSTON SPA,7/2/2021 0:00,17/2/2021 00:00:00,441856.12,445733.51
ROSEDALE RISE,BOSTON SPA,7/2/2021 0:00,18/2/2021 00:00:00,442434.23,445340.6
CHANDOS GARDENS,GLEDHOW,7/2/2021 0:00,,431521.77,437658.4
CHANDOS GARDENS,GLEDHOW,7/2/2021 0:00,,431464.09,437643.05
CHANDOS GARDENS,GLEDHOW,7/2/2021 0:00,18/2/2021 00:00:00,431581.17,437667.53
BRADFORD ROAD,OTLEY,7/2/2021 0:00,16/2/2021 00:00:00,417834.28,444524.62
COLDCOTES GROVE,GIPTON,7/2/2021 0:00,,433595.42,434658.78
DEWSBURY ROAD,HUNSLET,7/2/2021 0:00,10/2/2021 0:00,428404.88,429080.96
DEWSBURY ROAD,HUNSLET,7/2/2021 0:00,10/2/2021 0:00,428519.29,429367.91
REGENT STREET,SHEEPSCAR,7/2/2021 0:00,10/2/2021 0:00,430825.7,433984.07
REGENT STREET,SHEEPSCAR,7/2/2021 0:00,10/2/2021 0:00,430851.15,434159.05
THORPE LANE,TINGLEY,7/2/2021 0:00,12/2/2021 0:00,429493.92,426860.01
THORPE LANE,TINGLEY,7/2/2021 0:00,10/2/2021 0:00,429340.66,426794.23
BARFIELD GROVE,ALWOODLEY,7/2/2021 0:00,,432267.24,440133.98
CHURCH CLOSE,POOL IN WHARFEDALE,7/2/2021 0:00,,424465.74,445196.05
CHURCH CLOSE,POOL IN WHARFEDALE,7/2/2021 0:00,,424465.23,445187.9
CHURCH CLOSE,POOL IN WHARFEDALE,7/2/2021 0:00,,424464.56,445184.73
HOLT LANE,ADEL,7/2/2021 0:00,,426730.22,440100.8
MAIN STREET,POOL IN WHARFEDALE,7/2/2021 0:00,,424443.94,445232.87
MAIN STREET,POOL IN WHARFEDALE,7/2/2021 0:00,,424464.79,445184.4
KING LANE,MOORTOWN,7/2/2021 0:00,11/2/2021 0:00,428304.02,441060.57
BUCKSTONE CRESCENT,MOORTOWN,7/2/2021 0:00,,429158.5,439676.93
THE AVENUE,ALWOODLEY,7/2/2021 0:00,12/2/2021 0:00,428868.47,440143.66
LINTON AVENUE,ALWOODLEY,7/2/2021 0:00,12/2/2021 0:00,431575.47,439691.56
ROUNDHAY ROAD,LEEDS,7/2/2021 0:00,,431109.53,434932.86
SOUTH ACCOMMODATION ROAD,HUNSLET,7/2/2021 0:00,15/2/2021 00:00:00,431299.05,432327.93
WIKE LANE,WIKE,7/2/2021 0:00,,433245.43,442680.25
BAILDON ROAD,WHINMOOR,7/2/2021 0:00,,436085.96,437093.23
KINGSMEAD DRIVE,WHINMOOR,7/2/2021 0:00,,434926.15,438016.97
KINGSMEAD DRIVE,WHINMOOR,7/2/2021 0:00,,434938.09,438012.97
KINGSMEAD DRIVE,WHINMOOR,7/2/2021 0:00,,434942.88,438006.88
KINGSMEAD DRIVE,WHINMOOR,7/2/2021 0:00,,434938.71,438012.23
LEEDS AND BRADFORD ROAD,BRAMLEY,7/2/2021 0:00,10/2/2021 0:00,425722.54,435666.81
LEEDS AND BRADFORD ROAD,BRAMLEY,7/2/2021 0:00,10/2/2021 0:00,425739.08,435655.86
PONTEFRACT LANE,RICHMOND HILL,7/2/2021 0:00,,434327.88,431621.5
MARSH LANE,LEEDS,7/2/2021 0:00,,430995.94,433175.71
GELDERD ROAD,WORTLEY,7/2/2021 0:00,10/2/2021 0:00,425148.28,429000.38
LINGWELL GATE LANE,THORPE,7/2/2021 0:00,,431614.42,426674.84
COPLEY LANE,ROBIN HOOD,7/2/2021 0:00,16/2/2021 00:00:00,432595,427522
COPLEY LANE,ROBIN HOOD,7/2/2021 0:00,16/2/2021 00:00:00,432595,427522
LINGWELL GATE LANE,LOFTHOUSE,7/2/2021 0:00,11/2/2021 0:00,431877.41,425664.22
POOL BANK NEW ROAD,POOL IN WHARFEDALE,7/2/2021 0:00,,424191.42,444042.61
PRIMLEY PARK GROVE,ALWOODLEY,7/2/2021 0:00,18/2/2021 00:00:00,430406,440033
STOCKS APPROACH,SEACROFT,7/2/2021 0:00,,435901.98,435774.07
BOGGART HILL CRESCENT,SEACROFT,7/2/2021 0:00,,434448.48,436813.32
STONEGATE ROAD,MEANWOOD,7/2/2021 0:00,12/2/2021 0:00,430178.62,438746.67
STONEGATE ROAD,MEANWOOD,7/2/2021 0:00,12/2/2021 0:00,430301.25,438845.3
STONEGATE ROAD,MEANWOOD,7/2/2021 0:00,16/2/2021 00:00:00,430386.6,438907.43
FAIRFAX AVENUE,DRIGHLINGTON,7/2/2021 0:00,12/2/2021 0:00,422990.14,428583.83
MIDDLETON PARK GROVE,MIDDLETON,7/2/2021 0:00,,429792,427781
TOWN STREET,MIDDLETON,7/2/2021 0:00,11/2/2021 0:00,431189.72,428802.96
BURLEY ROAD,BURLEY,7/2/2021 0:00,12/2/2021 0:00,428144.06,434486.81
HAWKHILL DRIVE,CROSS GATES,7/2/2021 0:00,,435913.58,434853.82
GREAT NORTH ROAD,MICKLEFIELD,7/2/2021 0:00,,445130.27,431833.51
TEMPLE AVENUE,HALTON,7/2/2021 0:00,,435097.01,432925.08
TEMPLE AVENUE,HALTON,7/2/2021 0:00,,435113.1,432892.19
TEMPLE AVENUE,HALTON,7/2/2021 0:00,,435236.43,432972.51
PRIMROSE DRIVE,HALTON,7/2/2021 0:00,,435202.78,433719.04
TALBOT AVENUE,MOOR ALLERTON,7/2/2021 0:00,,431781.61,438447
LIDGETT PARK ROAD,LIDGETT PARK,7/2/2021 0:00,,431872.14,438064.44
GROVE ROAD,BOSTON SPA,7/2/2021 0:00,,443548.32,445234.86
GROVE ROAD,BOSTON SPA,7/2/2021 0:00,,443150.77,445120.2
BEECHES END,BOSTON SPA,6/2/2021 0:00,17/2/2021 00:00:00,443190.1,445305.12
HARTINGTON PLACE,WETHERBY,6/2/2021 0:00,,440579.81,448697.43
TEMPLE AVENUE,HALTON,6/2/2021 0:00,,435246.01,432963.62
TEMPLE AVENUE,HALTON,6/2/2021 0:00,,435101.81,432912.62
WIDE LANE,MORLEY,6/2/2021 0:00,,427997.9,427823.3
WIDE LANE,MORLEY,6/2/2021 0:00,,427997.9,427823.3
WIDE LANE,MORLEY,6/2/2021 0:00,12/2/2021 0:00,427997.9,427823.3
HIGH STREET,BOSTON SPA,6/2/2021 0:00,16/2/2021 00:00:00,442853.72,445702.04
WAKEFIELD ROAD,ROTHWELL,6/2/2021 0:00,10/2/2021 0:00,432630.19,429562.15
FAIRFAX AVENUE,DRIGHLINGTON,6/2/2021 0:00,,422984.42,428602.87
QUEENSHILL AVENUE,MOORTOWN,6/2/2021 0:00,12/2/2021 0:00,430233.96,439123.46
SANDHURST ROAD,HAREHILLS,6/2/2021 0:00,,432199.47,435406.29
ARTHURSDALE CLOSE,SCHOLES,6/2/2021 0:00,,437780.01,437411.61
HEADINGLEY LANE,HEADINGLEY,6/2/2021 0:00,16/2/2021 00:00:00,428077.59,435951.22
AMBERTON ROAD,GIPTON,6/2/2021 0:00,,432878.69,435732.82
ADEL TOWERS COURT,ADEL,6/2/2021 0:00,16/2/2021 00:00:00,427777.28,439140.3
LEEDS ROAD,LOFTHOUSE,6/2/2021 0:00,12/2/2021 0:00,432644.86,426782.82
LEEDS ROAD,LOFTHOUSE,6/2/2021 0:00,12/2/2021 0:00,432696.91,426741.63
LEADWELL LANE,ROTHWELL,6/2/2021 0:00,11/2/2021 0:00,433322.52,427630.86
TOWN GATE,CALVERLEY,6/2/2021 0:00,12/2/2021 0:00,421027.55,436800.42
LEEDS AND BRADFORD ROAD,BRAMLEY,6/2/2021 0:00,12/2/2021 0:00,425711.59,435674.78
SUMMERFIELD PLACE,BRAMLEY,6/2/2021 0:00,11/2/2021 0:00,423289.72,435244.1
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,6/2/2021 0:00,10/2/2021 0:00,433610.42,429713.51
LINTON AVENUE,ALWOODLEY,6/2/2021 0:00,11/2/2021 0:00,431554,439652
LINTON AVENUE,ALWOODLEY,6/2/2021 0:00,11/2/2021 0:00,431554,439652
WENTWORTH AVENUE,ALWOODLEY,6/2/2021 0:00,,430112.26,439744.12
STOCKS HILL,ARMLEY,6/2/2021 0:00,12/2/2021 0:00,427239.44,433524.7
THORPE LANE,TINGLEY,6/2/2021 0:00,10/2/2021 0:00,429174.48,426649.16
M62 JUNCTION 28 TO JUNCTION 29,LEEDS,6/2/2021 0:00,11/2/2021 0:00,429033.51,426426.27
SUMMERFIELD DRIVE,BRAMLEY,6/2/2021 0:00,12/2/2021 0:00,423229.28,435409.65
LOGISTICS WAY,STOURTON,6/2/2021 0:00,16/2/2021 00:00:00,433657,429858
TONG LANE,FARNLEY,6/2/2021 0:00,17/2/2021 00:00:00,423807.17,431556.52
WELLINGTON HILL,THORNER,6/2/2021 0:00,17/2/2021 00:00:00,435300.45,439291.75
QUEENSWAY,YEADON,6/2/2021 0:00,16/2/2021 00:00:00,419980.01,441953.9
FARNLEY LANE,OTLEY,6/2/2021 0:00,18/2/2021 00:00:00,420617.48,446525.35
PARKWAYS GROVE,OULTON,6/2/2021 0:00,16/2/2021 00:00:00,435908.33,428519.69
WELLSTONE RISE,SWINNOW,6/2/2021 0:00,12/2/2021 0:00,423704.67,433928.75
BRITANNIA ROAD,MORLEY,6/2/2021 0:00,12/2/2021 0:00,425988,426749
BRITANNIA ROAD,MORLEY,6/2/2021 0:00,10/2/2021 0:00,425988,426749
BRITANNIA SQUARE,MORLEY,6/2/2021 0:00,10/2/2021 0:00,425909,426818
MOOR ROAD,HEADINGLEY,6/2/2021 0:00,16/2/2021 00:00:00,428054.45,436771.88
AIRE ROAD,WETHERBY,6/2/2021 0:00,,439952.72,449592.77
MIDDLETON PARK AVENUE,MIDDLETON,6/2/2021 0:00,16/2/2021 00:00:00,429930.32,427610.19
MIDDLETON PARK AVENUE,MIDDLETON,6/2/2021 0:00,16/2/2021 00:00:00,429925.8,427568.33
AMBERTON CRESCENT,GIPTON,6/2/2021 0:00,,433252.93,435623.8
SANDHURST GROVE,HAREHILLS,6/2/2021 0:00,,432257.96,435327.63
OAKWOOD LANE,ROUNDHAY,6/2/2021 0:00,,433375.47,436181.31
WOODHOUSE LANE,WOODHOUSE,5/2/2021 0:00,12/2/2021 0:00,429289.9,435057.32
THROSTLE SQUARE,MIDDLETON,5/2/2021 0:00,12/2/2021 0:00,430558.08,427460.74
HORSFALL STREET,MORLEY,5/2/2021 0:00,12/2/2021 0:00,425579,428670
MOOR ROAD,HEADINGLEY,5/2/2021 0:00,16/2/2021 00:00:00,428042.12,436780.88
EASTERLY ROAD,GIPTON,5/2/2021 0:00,17/2/2021 00:00:00,433965.5,436563.78
SIDE COPSE,OTLEY,5/2/2021 0:00,,420645.39,445567.13
SHERBURN PLACE,SWARCLIFFE,5/2/2021 0:00,,436150.58,436534.05
LUPTON AVENUE,HAREHILLS,5/2/2021 0:00,,432450.82,433818.1
THORPE LANE,TINGLEY,5/2/2021 0:00,10/2/2021 0:00,429186.83,426664.55
THORPE LANE,TINGLEY,5/2/2021 0:00,,429428.92,426839.11
LEEDS ROAD,POOL IN WHARFEDALE,5/2/2021 0:00,16/2/2021 00:00:00,424124,444024
BIRKDALE DRIVE,ALWOODLEY,5/2/2021 0:00,,429589.44,439697.98
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,5/2/2021 0:00,10/2/2021 0:00,433601.29,429741.19
ROUNDHAY ROAD,LEEDS,5/2/2021 0:00,,431278.56,435020.95
CHURCH GARDENS,GARFORTH,5/2/2021 0:00,,440687.54,433036.69
MAIN STREET,THORNER,5/2/2021 0:00,,437536.57,440066.05
KINGSMEAD DRIVE,WHINMOOR,5/2/2021 0:00,,434919.54,438022.46
KINGSMEAD DRIVE,WHINMOOR,5/2/2021 0:00,,434940.59,438011.07
KINGSMEAD DRIVE,WHINMOOR,5/2/2021 0:00,,434942.71,438011.1
KINGSMEAD DRIVE,WHINMOOR,5/2/2021 0:00,,434951.87,438009.46
WHINMOOR COURT,WHINMOOR,5/2/2021 0:00,,435046.26,438201.75
WHINMOOR CRESCENT,WHINMOOR,5/2/2021 0:00,,435255.62,438003.11
SOUTHWOOD ROAD,SWARCLIFFE,5/2/2021 0:00,,436192.42,435777.87
RING ROAD FARNLEY,FARNLEY,5/2/2021 0:00,10/2/2021 0:00,425451.39,432860.96
SOUTHLEIGH ROAD,BEESTON,5/2/2021 0:00,12/2/2021 0:00,429490.83,429687.22
SOUTHLEIGH ROAD,BEESTON,5/2/2021 0:00,11/2/2021 0:00,429494.79,429688.53
M621 JUNCTION 2 TO JUNCTION 1 ON SLIP,LEEDS,5/2/2021 0:00,10/2/2021 0:00,428513.15,431546.25
COTEFIELDS AVENUE,FARSLEY,5/2/2021 0:00,12/2/2021 0:00,421100.04,434937.6
M1 JUNCTION 44 TO JUNCTION 45,LEEDS,5/2/2021 0:00,,433616.53,429701.94
SHAKESPEARE APPROACH,BURMANTOFTS,5/2/2021 0:00,,431761,434406
LEEDS ROAD,LOFTHOUSE,5/2/2021 0:00,12/2/2021 0:00,432598.62,426865.01
STOCKS APPROACH,SEACROFT,5/2/2021 0:00,,435904.32,435775.61
STOCKS APPROACH,SEACROFT,5/2/2021 0:00,,435889.07,435769.12
MIDDLETON PARK GROVE,MIDDLETON,5/2/2021 0:00,16/2/2021 00:00:00,429868.08,427800.35
HIGH STREET,BOSTON SPA,5/2/2021 0:00,,443111.87,445545.55
HIGH STREET,BOSTON SPA,5/2/2021 0:00,,442861,445685
TEMPLE AVENUE,HALTON,5/2/2021 0:00,,435123.14,432826.37
TEMPLE AVENUE,HALTON,5/2/2021 0:00,,435109.27,432897.9
BEECHES END,BOSTON SPA,5/2/2021 0:00,18/2/2021 00:00:00,443189.47,445305.38
GROVE ROAD,BOSTON SPA,5/2/2021 0:00,,443434.12,445186.12
GROVE ROAD,BOSTON SPA,5/2/2021 0:00,,443149,445143
GROVE ROAD,BOSTON SPA,4/2/2021 0:00,,443131.65,445120.45
GROVE ROAD,BOSTON SPA,4/2/2021 0:00,,443131.63,445117.48
GROVE ROAD,BOSTON SPA,4/2/2021 0:00,,443537.34,445230.68
GROVE ROAD,BOSTON SPA,4/2/2021 0:00,,443159.07,445126.8
TEMPLE AVENUE,HALTON,4/2/2021 0:00,,435102.1,432913.58
OTLEY ROAD,HEADINGLEY,4/2/2021 0:00,,427721.33,436526.04
HIGH STREET,BOSTON SPA,4/2/2021 0:00,17/2/2021 00:00:00,442824.58,445731.82
HIGH STREET,BOSTON SPA,4/2/2021 0:00,,443650.81,445253.77
HIGH STREET,BOSTON SPA,4/2/2021 0:00,16/2/2021 00:00:00,442848,445761
LINGWELL GROVE,MIDDLETON,4/2/2021 0:00,5/2/2021 0:00,430387.56,427893.15
MOORGATE ROAD,KIPPAX,4/2/2021 0:00,,441334.1,431136.59
HAWKHILL DRIVE,CROSS GATES,4/2/2021 0:00,,435913.96,434857.89
HAWKHILL DRIVE,CROSS GATES,4/2/2021 0:00,,435912.91,434845.59
COLDWELL ROAD,CROSS GATES,4/2/2021 0:00,,435783.98,434449.2
STOCKS APPROACH,SEACROFT,4/2/2021 0:00,,435903.07,435774.66
STOCKS APPROACH,SEACROFT,4/2/2021 0:00,,435901.98,435779.74
CATTLE LANE,ABERFORD,4/2/2021 0:00,,442648.1,437566.15
VALLEY TERRACE,SHADWELL,4/2/2021 0:00,,431919.1,439480.62
BRADFORD ROAD,TINGLEY,4/2/2021 0:00,5/2/2021 0:00,427969.65,426248.41
WESTFIELD ROAD,ROTHWELL,4/2/2021 0:00,10/2/2021 0:00,433261.52,427394.98
LINGWELL GATE LANE,THORPE,4/2/2021 0:00,10/2/2021 0:00,431614.99,426672.93
SHAKESPEARE WALK FOOTPATH,BURMANTOFTS,4/2/2021 0:00,,431732.77,434389.75
COTEFIELDS AVENUE,FARSLEY,4/2/2021 0:00,15/2/2021 00:00:00,421106.48,434918.65
COTEFIELDS AVENUE,FARSLEY,4/2/2021 0:00,5/2/2021 0:00,421102.28,434926.8
M621 JUNCTION 2 FROM JUNCTION 1 OFF SLIP,LEEDS,4/2/2021 0:00,5/2/2021 0:00,428432.51,431632.77
SOUTHLEIGH ROAD,BEESTON,4/2/2021 0:00,12/2/2021 0:00,429492.88,429687.44
MILL GREEN PLACE,SWARCLIFFE,4/2/2021 0:00,,436107,436002
TONG ROAD,FARNLEY,4/2/2021 0:00,10/2/2021 0:00,423876.31,431627.57
RED HALL CHASE,WHINMOOR,4/2/2021 0:00,,435434.16,438004.62
SELBY ROAD,AUSTHORPE,4/2/2021 0:00,,437569.61,433162.7
ROUNDHAY ROAD,LEEDS,4/2/2021 0:00,,431952.01,435794.62
THE DRIVE,SWILLINGTON,4/2/2021 0:00,,438304.99,430355.03
THE DRIVE,SWILLINGTON,4/2/2021 0:00,,438319,430359
SUMMERFIELD DRIVE,BRAMLEY,4/2/2021 0:00,12/2/2021 0:00,423244,435411
NANSEN MOUNT,BRAMLEY,4/2/2021 0:00,10/2/2021 0:00,424014.64,434630.22
COTE LANE,FARSLEY,4/2/2021 0:00,5/2/2021 0:00,421109.31,434896.71
COTE LANE,FARSLEY,4/2/2021 0:00,15/2/2021 00:00:00,421099.49,434939.76
